spacecraft,groundstation,station_code,station_mode,filter_station,aos,los,aos_doy,los_doy,aos_time,los_time,aos_mt,doy,duration_min,peak_elevation,az_path,in_sun,mode,deleted,color,source_file,is_leafspace
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T20:59:02.116274+00:00,2026-10-01T21:09:20.170808+00:00,2026/274-20:59:02,2026/274-21:09:20,20:59:02,21:09:20,14:59:02,2026/274,10.3 min,19.0°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-10-01T21:07:17.100629+00:00,2026-10-01T21:11:21.926538+00:00,2026/274-21:07:17,2026/274-21:11:21,21:07:17,21:11:21,15:07:17,2026/274,4.1 min,1.3°,N→NE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-01T21:59:10.556096+00:00,2026-10-01T22:09:54.943953+00:00,2026/274-21:59:10,2026/274-22:09:54,21:59:10,22:09:54,15:59:10,2026/274,10.7 min,23.2°,S→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T22:07:09.127399+00:00,2026-10-01T22:18:02.119603+00:00,2026/274-22:07:09,2026/274-22:18:02,22:07:09,22:18:02,16:07:09,2026/274,10.9 min,27.1°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-10-01T22:17:47.552011+00:00,2026-10-01T22:27:43.584561+00:00,2026/274-22:17:47,2026/274-22:27:43,22:17:47,22:27:43,16:17:47,2026/274,9.9 min,14.7°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T22:25:02.249813+00:00,2026-10-01T22:36:10.303563+00:00,2026/274-22:25:02,2026/274-22:36:10,22:25:02,22:36:10,16:25:02,2026/274,11.1 min,33.8°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-01T22:35:24.355152+00:00,2026-10-01T22:46:29.039549+00:00,2026/274-22:35:24,2026/274-22:46:29,22:35:24,22:46:29,16:35:24,2026/274,11.1 min,35.0°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-01T22:44:28.519707+00:00,2026-10-01T22:52:56.734312+00:00,2026/274-22:44:28,2026/274-22:52:56,22:44:28,22:52:56,16:44:28,2026/274,8.5 min,7.9°,N→E,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T23:40:27.947153+00:00,2026-10-01T23:52:02.589103+00:00,2026/274-23:40:27,2026/274-23:52:02,23:40:27,23:52:02,17:40:27,2026/274,11.6 min,69.0°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-01T23:58:38.073932+00:00,2026-10-02T00:10:08.309948+00:00,2026/274-23:58:38,2026/275-00:10:08,23:58:38,00:10:08,17:58:38,2026/274,11.5 min,50.9°,S→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T00:12:22.306588+00:00,2026-10-02T00:23:28.370581+00:00,2026/275-00:12:22,2026/275-00:23:28,00:12:22,00:23:28,18:12:22,2026/275,11.1 min,36.4°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-02T00:21:18.138815+00:00,2026-10-02T00:32:37.558250+00:00,2026/275-00:21:18,2026/275-00:32:37,00:21:18,00:32:37,18:21:18,2026/275,11.3 min,48.2°,NW→SE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T01:15:48.140706+00:00,2026-10-02T01:25:51.745959+00:00,2026/275-01:15:48,2026/275-01:25:51,01:15:48,01:25:51,19:15:48,2026/275,10.1 min,14.9°,SW→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T01:34:22.662942+00:00,2026-10-02T01:43:50.215195+00:00,2026/275-01:34:22,2026/275-01:43:50,01:34:22,01:43:50,19:34:22,2026/275,9.5 min,11.4°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T01:49:30.568104+00:00,2026-10-02T01:59:57.118631+00:00,2026/275-01:49:30,2026/275-01:59:57,01:49:30,01:59:57,19:49:30,2026/275,10.4 min,21.0°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-02T01:59:14.249724+00:00,2026-10-02T02:08:47.396935+00:00,2026/275-01:59:14,2026/275-02:08:47,01:59:14,02:08:47,19:59:14,2026/275,9.6 min,13.1°,NW→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T02:54:40.514498+00:00,2026-10-02T02:58:15.053938+00:00,2026/275-02:54:40,2026/275-02:58:15,02:54:40,02:58:15,20:54:40,2026/275,3.6 min,1.0°,W→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T03:27:03.702090+00:00,2026-10-02T03:35:00.281138+00:00,2026/275-03:27:03,2026/275-03:35:00,03:27:03,03:35:00,21:27:03,2026/275,7.9 min,7.1°,W→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP DELETED,BOULDER,2026-10-02T08:17:06.053651+00:00,2026-10-02T08:19:23.871209+00:00,2026/275-08:17:06,2026/275-08:19:23,08:17:06,08:19:23,02:17:06,2026/275,2.3 min,0.4°,E→E,NO,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-02T09:29:23.541000+00:00,2026-10-02T09:40:28.651994+00:00,2026/275-09:29:23,2026/275-09:40:28,09:29:23,09:40:28,03:29:23,2026/275,11.1 min,29.5°,NE→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-02T09:47:08.598895+00:00,2026-10-02T09:58:33.744177+00:00,2026/275-09:47:08,2026/275-09:58:33,09:47:08,09:58:33,03:47:08,2026/275,11.4 min,48.5°,N→S,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T10:58:47.764397+00:00,2026-10-02T11:06:55.497483+00:00,2026/275-10:58:47,2026/275-11:06:55,10:58:47,11:06:55,04:58:47,2026/275,8.1 min,6.9°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-02T11:03:31.748280+00:00,2026-10-02T11:13:37.706145+00:00,2026/275-11:03:31,2026/275-11:13:37,11:03:31,11:13:37,05:03:31,2026/275,10.1 min,16.9°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T11:16:30.150677+00:00,2026-10-02T11:25:28.415482+00:00,2026/275-11:16:30,2026/275-11:25:28,11:16:30,11:25:28,05:16:30,2026/275,9.0 min,9.4°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-10-02T11:21:42.675480+00:00,2026-10-02T11:30:47.380639+00:00,2026/275-11:21:42,2026/275-11:30:47,11:21:42,11:30:47,05:21:42,2026/275,9.1 min,10.9°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T12:32:18.442903+00:00,2026-10-02T12:43:32.330227+00:00,2026/275-12:32:18,2026/275-12:43:32,12:32:18,12:43:32,06:32:18,2026/275,11.2 min,31.6°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T12:50:07.416434+00:00,2026-10-02T13:01:32.766804+00:00,2026/275-12:50:07,2026/275-13:01:32,12:50:07,13:01:32,06:50:07,2026/275,11.4 min,41.5°,N→S,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T14:06:16.464047+00:00,2026-10-02T14:17:44.324537+00:00,2026/275-14:06:16,2026/275-14:17:44,14:06:16,14:17:44,08:06:16,2026/275,11.5 min,51.8°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T14:24:04.808084+00:00,2026-10-02T14:35:22.391113+00:00,2026/275-14:24:04,2026/275-14:35:22,14:24:04,14:35:22,08:24:04,2026/275,11.3 min,40.0°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T15:40:15.016709+00:00,2026-10-02T15:50:13.528954+00:00,2026/275-15:40:15,2026/275-15:50:13,15:40:15,15:50:13,09:40:15,2026/275,10.0 min,15.8°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-02T15:41:43.122436+00:00,2026-10-02T15:52:42.860188+00:00,2026/275-15:41:43,2026/275-15:52:42,15:41:43,15:52:42,09:41:43,2026/275,11.0 min,29.6°,S→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T15:57:59.499569+00:00,2026-10-02T16:07:35.474707+00:00,2026/275-15:57:59,2026/275-16:07:35,15:57:59,16:07:35,09:57:59,2026/275,9.6 min,13.4°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T17:13:52.292631+00:00,2026-10-02T17:21:42.927928+00:00,2026/275-17:13:52,2026/275-17:21:42,17:13:52,17:21:42,11:13:52,2026/275,7.8 min,6.9°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-02T17:19:13.815039+00:00,2026-10-02T17:30:04.380154+00:00,2026/275-17:19:13,2026/275-17:30:04,17:19:13,17:30:04,11:19:13,2026/275,10.8 min,24.0°,W→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T17:31:27.437239+00:00,2026-10-02T17:38:59.520668+00:00,2026/275-17:31:27,2026/275-17:38:59,17:31:27,17:38:59,11:31:27,2026/275,7.5 min,6.1°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T18:46:29.294081+00:00,2026-10-02T18:53:29.357331+00:00,2026/275-18:46:29,2026/275-18:53:29,18:46:29,18:53:29,12:46:29,2026/275,7.0 min,5.1°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T18:58:22.846658+00:00,2026-10-02T19:05:21.063414+00:00,2026/275-18:58:22,2026/275-19:05:21,18:58:22,19:05:21,12:58:22,2026/275,7.0 min,4.9°,S→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-02T18:59:50.254795+00:00,2026-10-02T19:06:48.725242+00:00,2026/275-18:59:50,2026/275-19:06:48,18:59:50,19:06:48,12:59:50,2026/275,7.0 min,4.5°,NW→N,YES,UHF,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T19:03:48.433236+00:00,2026-10-02T19:10:55.729806+00:00,2026/275-19:03:48,2026/275-19:10:55,19:03:48,19:10:55,13:03:48,2026/275,7.1 min,5.3°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-02T20:08:29.568570+00:00,2026-10-02T20:17:59.574382+00:00,2026/275-20:08:29,2026/275-20:17:59,20:08:29,20:17:59,14:08:29,2026/275,9.5 min,13.1°,SE→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T20:18:00.449064+00:00,2026-10-02T20:26:30.700309+00:00,2026/275-20:18:00,2026/275-20:26:30,20:18:00,20:26:30,14:18:00,2026/275,8.5 min,8.8°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-02T20:25:33.234543+00:00,2026-10-02T20:35:55.338287+00:00,2026/275-20:25:33,2026/275-20:35:55,20:25:33,20:35:55,14:25:33,2026/275,10.4 min,19.9°,SE→N,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T20:32:56.157001+00:00,2026-10-02T20:43:07.629185+00:00,2026/275-20:32:56,2026/275-20:43:07,20:32:56,20:43:07,14:32:56,2026/275,10.2 min,17.9°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T20:35:13.220506+00:00,2026-10-02T20:44:06.523638+00:00,2026/275-20:35:13,2026/275-20:44:06,20:35:13,20:44:06,14:35:13,2026/275,8.9 min,10.1°,E→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP DELETED,BOULDER,2026-10-02T20:40:58.051786+00:00,2026-10-02T20:44:54.150126+00:00,2026/275-20:40:58,2026/275-20:44:54,20:40:58,20:44:54,14:40:58,2026/275,3.9 min,1.2°,N→NE,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-02T21:41:08.264896+00:00,2026-10-02T21:52:23.616869+00:00,2026/275-21:41:08,2026/275-21:52:23,21:41:08,21:52:23,15:41:08,2026/275,11.3 min,38.6°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T21:49:43.451886+00:00,2026-10-02T22:00:18.179164+00:00,2026/275-21:49:43,2026/275-22:00:18,21:49:43,22:00:18,15:49:43,2026/275,10.6 min,22.0°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-02T21:59:02.178005+00:00,2026-10-02T22:09:50.182340+00:00,2026/275-21:59:02,2026/275-22:09:50,21:59:02,22:09:50,15:59:02,2026/275,10.8 min,24.2°,S→NW,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T22:07:04.085638+00:00,2026-10-02T22:17:56.012554+00:00,2026/275-22:07:04,2026/275-22:17:56,22:07:04,22:17:56,16:07:04,2026/275,10.9 min,26.7°,SE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T22:09:13.899544+00:00,2026-10-02T22:20:17.243400+00:00,2026/275-22:09:13,2026/275-22:20:17,22:09:13,22:20:17,16:09:13,2026/275,11.1 min,34.0°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-02T22:18:18.440049+00:00,2026-10-02T22:26:26.950061+00:00,2026/275-22:18:18,2026/275-22:26:26,22:18:18,22:26:26,16:18:18,2026/275,8.1 min,7.0°,N→E,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T23:22:43.257761+00:00,2026-10-02T23:34:18.424548+00:00,2026/275-23:22:43,2026/275-23:34:18,23:22:43,23:34:18,17:22:43,2026/275,11.6 min,87.3°,S→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-02T23:40:19.255324+00:00,2026-10-02T23:51:54.425792+00:00,2026/275-23:40:19,2026/275-23:51:54,23:40:19,23:51:54,17:40:19,2026/275,11.6 min,70.8°,S→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-02T23:46:10.452493+00:00,2026-10-02T23:57:17.477893+00:00,2026/275-23:46:10,2026/275-23:57:17,23:46:10,23:57:17,17:46:10,2026/275,11.1 min,37.1°,W→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-02T23:55:06.307082+00:00,2026-10-03T00:06:20.423311+00:00,2026/275-23:55:06,2026/276-00:06:20,23:55:06,00:06:20,17:55:06,2026/275,11.2 min,40.5°,NW→SE,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T00:57:37.343319+00:00,2026-10-03T01:08:11.637005+00:00,2026/276-00:57:37,2026/276-01:08:11,00:57:37,01:08:11,18:57:37,2026/276,10.6 min,19.5°,SW→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T01:15:35.088096+00:00,2026-10-03T01:25:41.945318+00:00,2026/276-01:15:35,2026/276-01:25:41,01:15:35,01:25:41,19:15:35,2026/276,10.1 min,15.3°,SW→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T01:23:18.034642+00:00,2026-10-03T01:33:49.758265+00:00,2026/276-01:23:18,2026/276-01:33:49,01:23:18,01:33:49,19:23:18,2026/276,10.5 min,22.2°,W→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-03T01:32:53.245280+00:00,2026-10-03T01:42:49.163423+00:00,2026/276-01:32:53,2026/276-01:42:49,01:32:53,01:42:49,19:32:53,2026/276,9.9 min,15.7°,NW→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T02:35:26.697105+00:00,2026-10-03T02:41:12.558455+00:00,2026/276-02:35:26,2026/276-02:41:12,02:35:26,02:41:12,20:35:26,2026/276,5.8 min,2.9°,W→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T02:54:18.115538+00:00,2026-10-03T02:58:08.189894+00:00,2026/276-02:54:18,2026/276-02:58:08,02:54:18,02:58:08,20:54:18,2026/276,3.8 min,1.2°,W→NW,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T03:00:47.277264+00:00,2026-10-03T03:09:02.201222+00:00,2026/276-03:00:47,2026/276-03:09:02,03:00:47,03:09:02,21:00:47,2026/276,8.2 min,7.9°,W→S,YES,UHF,False,#00d7ff,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-03T09:11:55.598337+00:00,2026-10-03T09:22:19.426781+00:00,2026/276-09:11:55,2026/276-09:22:19,09:11:55,09:22:19,03:11:55,2026/276,10.4 min,18.1°,NE→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-03T09:29:04.690750+00:00,2026-10-03T09:40:05.268964+00:00,2026/276-09:29:04,2026/276-09:40:05,09:29:04,09:40:05,03:29:04,2026/276,11.0 min,28.0°,NE→S,YES,UHF+SBD,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T10:41:18.537933+00:00,2026-10-03T10:48:16.585385+00:00,2026/276-10:41:18,2026/276-10:48:16,10:41:18,10:48:16,04:41:18,2026/276,7.0 min,4.5°,NE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-03T10:45:33.972589+00:00,2026-10-03T10:56:25.256360+00:00,2026/276-10:45:33,2026/276-10:56:25,10:45:33,10:56:25,04:45:33,2026/276,10.9 min,26.5°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T10:58:26.726540+00:00,2026-10-03T11:06:27.452932+00:00,2026/276-10:58:26,2026/276-11:06:27,10:58:26,11:06:27,04:58:26,2026/276,8.0 min,6.6°,NE→SE,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-10-03T11:03:07.989389+00:00,2026-10-03T11:13:17.825434+00:00,2026/276-11:03:07,2026/276-11:13:17,11:03:07,11:13:17,05:03:07,2026/276,10.2 min,17.6°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T12:14:35.631725+00:00,2026-10-03T12:25:30.983256+00:00,2026/276-12:14:35,2026/276-12:25:30,12:14:35,12:25:30,06:14:35,2026/276,10.9 min,24.0°,N→S,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T12:31:54.143937+00:00,2026-10-03T12:43:05.738324+00:00,2026/276-12:31:54,2026/276-12:43:05,12:31:54,12:43:05,06:31:54,2026/276,11.2 min,30.7°,N→S,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T13:48:31.312376+00:00,2026-10-03T14:00:06.188720+00:00,2026/276-13:48:31,2026/276-14:00:06,13:48:31,14:00:06,07:48:31,2026/276,11.6 min,69.9°,N→SW,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T14:05:49.874642+00:00,2026-10-03T14:17:18.043413+00:00,2026/276-14:05:49,2026/276-14:17:18,14:05:49,14:17:18,08:05:49,2026/276,11.5 min,53.4°,N→SW,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-03T15:15:37.740993+00:00,2026-10-03T15:26:25.256077+00:00,2026/276-15:15:37,2026/276-15:26:25,15:15:37,15:26:25,09:15:37,2026/276,10.8 min,24.9°,S→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T15:22:31.085543+00:00,2026-10-03T15:32:52.105549+00:00,2026/276-15:22:31,2026/276-15:32:52,15:22:31,15:32:52,09:22:31,2026/276,10.4 min,19.0°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T15:39:46.510832+00:00,2026-10-03T15:49:46.998885+00:00,2026/276-15:39:46,2026/276-15:49:46,15:39:46,15:49:46,09:39:46,2026/276,10.0 min,16.1°,N→W,YES,UHF,False,#ff5050,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF+SBD,BOULDER,2026-10-03T16:52:52.107415+00:00,2026-10-03T17:03:52.649087+00:00,2026/276-16:52:52,2026/276-17:03:52,16:52:52,17:03:52,10:52:52,2026/276,11.0 min,27.6°,SW→NE,YES,UHF+SBD,False,#00d7ff,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T16:56:14.702887+00:00,2026-10-03T17:04:28.032854+00:00,2026/276-16:56:14,2026/276-17:04:28,16:56:14,17:04:28,10:56:14,2026/276,8.2 min,7.9°,N→W,YES,UHF,False,#b88df7,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T17:13:22.413297+00:00,2026-10-03T17:21:15.107267+00:00,2026/276-17:13:22,2026/276-17:21:15,17:13:22,17:21:15,11:13:22,2026/276,7.9 min,7.0°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T18:29:06.190330+00:00,2026-10-03T18:36:04.262477+00:00,2026/276-18:29:06,2026/276-18:36:04,18:29:06,18:36:04,12:29:06,2026/276,7.0 min,5.0°,NE→NW,YES,UHF,False,#b88df7,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T18:32:29.522182+00:00,2026-10-03T18:39:00.345609+00:00,2026/276-18:32:29,2026/276-18:39:00,18:32:29,18:39:00,12:32:29,2026/276,6.5 min,4.1°,SE→E,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,BOULDER,LASP,LASP UHF,BOULDER,2026-10-03T18:33:17.224235+00:00,2026-10-03T18:40:37.342803+00:00,2026/276-18:33:17,2026/276-18:40:37,18:33:17,18:40:37,12:33:17,2026/276,7.3 min,5.2°,NW→N,YES,UHF,False,#00d7ff,passes_manual.pkl,False
AEPEX,FAIRBANKS,UAF,UAF UHF,FAIRBANKS,2026-10-03T18:45:58.871619+00:00,2026-10-03T18:52:58.522562+00:00,2026/276-18:45:58,2026/276-18:52:58,18:45:58,18:52:58,12:45:58,2026/276,7.0 min,5.0°,NE→NW,YES,UHF,False,#ff5050,passes_manual.pkl,False
COSMO,BOULDER,LASP,LASP UHF,BOULDER,2026-10-03T19:51:37.653894+00:00,2026-10-03T19:59:48.985714+00:00,2026/276-19:51:37,2026/276-19:59:48,19:51:37,19:59:48,13:51:37,2026/276,8.2 min,7.9°,E→N,YES,UHF,False,#b88df7,passes_manual.pkl,False
COSMO,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T20:00:45.197150+00:00,2026-10-03T20:08:51.780940+00:00,2026/276-20:00:45,2026/276-20:08:51,20:00:45,20:08:51,14:00:45,2026/276,8.1 min,7.6°,NE→N,YES,DELETED,True,#777777,passes_manual.pkl,False
CANVAS,FAIRBANKS,UAF,UAF DELETED,FAIRBANKS,2026-10-03T20:06:49.627622+00:00,2026-10-03T20:16:53.870472+00:00,2026/276-20:06:49,2026/276-20:16:53,20:06:49,20:16:53,14:06:49,2026/276,10.1 min,16.7°,SW→E,YES,DELETED,True,#777777,passes_manual.pkl,False
AEPEX,BOULDER,LASP,LASP UHF,BOULDER,2026-10-03T20:07:59.501179+00:00,2026-10-03T20:17:22.710004+00:00,2026/276-20:07:59,2026/276-20:17:22,20:07:59,20:17:22,14:07:59,2026/276,9.4 min,12.4°,SE→N,YES,UHF,False,#ff5050,passes_manual.pkl,False
